train_loss,epoch,step,val_loss
0.9566633701324463,43,7299,
,43,7347,2.1535136699676514
0.8222843408584595,44,7349,
0.9964864253997803,44,7399,
0.9238003492355347,44,7449,
0.9157668352127075,44,7499,
,44,7514,2.15421462059021
0.8905085921287537,45,7549,
0.9021349549293518,45,7599,
0.8860905170440674,45,7649,
,45,7681,2.1596009731292725
0.8536685705184937,46,7699,
0.9144703149795532,46,7749,
0.7944920063018799,46,7799,
,46,7848,2.152926445007324
0.9093115925788879,47,7849,
0.9051802158355713,47,7899,
0.9452619552612305,47,7949,
0.8431581258773804,47,7999,
,47,8015,2.14951753616333
0.8213499784469604,48,8049,
0.8503531217575073,48,8099,
0.8924164772033691,48,8149,
,48,8182,2.144416332244873
0.7919474840164185,49,8199,
0.9924736022949219,49,8249,
0.8203771114349365,49,8299,
0.8224214911460876,49,8349,
,49,8349,2.156419515609741
