train_loss,epoch,step,val_loss
23.98595428466797,0,49,
,0,87,5.325402736663818
10.661567687988281,1,99,
3.661621570587158,1,149,
,1,175,2.5065131187438965
2.067237138748169,2,199,
1.8123672008514404,2,249,
,2,263,2.340210437774658
1.5979931354522705,3,299,
1.437187910079956,3,349,
,3,351,2.2954399585723877
1.5015040636062622,4,399,
,4,439,2.2428815364837646
1.4074583053588867,5,449,
1.5010093450546265,5,499,
,5,527,2.255121946334839
1.4202332496643066,6,549,
1.4132658243179321,6,599,
,6,615,2.2556159496307373
1.321171522140503,7,649,
1.2547768354415894,7,699,
,7,703,2.2671351432800293
1.408362865447998,8,749,
,8,791,2.255347728729248
1.252724528312683,9,799,
1.2353270053863525,9,849,
,9,879,2.2767598628997803
